,cpu,cmui,amui,tpcmui,mmui,mditi,mldsui,mcui,scui
248,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
249,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
250,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
251,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
252,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
253,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
254,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
255,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
256,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
257,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
258,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
259,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
260,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
261,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
262,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
263,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
264,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
265,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
266,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
267,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
268,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
269,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
270,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
271,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
272,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
273,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
274,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
275,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
276,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
277,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
278,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
279,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
280,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
281,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
282,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
283,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
284,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
285,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
286,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
287,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
288,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
289,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
290,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
291,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
292,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
293,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
294,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
295,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
296,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
297,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
298,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
299,0.06283133,0.08844209,0.10723942,0.0101137,0.08898472,0.00082537,0.00058772,0.23933183,0.0168139
