Time,mean_cpu_usage_rate,canonical_memory_usage,assigned_memory_usage,total_page_cache_memory_usage,maximum_memory_usage,mean_disk_io_time,mean_local_disk_space_used,maximum_cpu_usage,sampled_cpu_usage
675,0.155810743,0.192608878,0.24208889,0.056823089,0.202290763,0.03304593,0.001057427,0.649745023,0.088293562
680,0.152716294,0.189016584,0.238043545,0.05557153,0.197970404,0.029416342,0.001060005,0.623285691,0.086629171
685,0.155067391,0.187816718,0.236476153,0.055047624,0.195930887,0.030856176,0.001067122,0.624939516,0.087537861
690,0.156989543,0.178611142,0.224921516,0.051826229,0.18716119,0.031741165,0.001019337,0.612753499,0.095156261
695,0.153878687,0.180768463,0.226455272,0.05200693,0.188675837,0.034686755,0.001025402,0.623577077,0.090356249
700,0.150847736,0.181263005,0.226687785,0.052754714,0.189523183,0.038008959,0.001040251,0.625043675,0.087392655
705,0.147689272,0.17458844,0.218647218,0.050393821,0.183187857,0.032005779,0.000999463,0.628771909,0.08778663
710,0.138188119,0.165089563,0.20646103,0.046861392,0.173076644,0.028113156,0.000961031,0.741583137,0.081286555
715,0.134516993,0.163828446,0.205053611,0.047332408,0.171842365,0.019238045,0.000924062,0.564721218,0.078861291
720,0.152602497,0.190145501,0.238186245,0.053767282,0.198161895,0.019648963,0.001049129,0.6113951,0.089125498
725,0.159787576,0.202007413,0.252979632,0.05679269,0.209987696,0.018727847,0.001103055,0.625890488,0.091882799
730,0.164916256,0.204055718,0.255147023,0.057026651,0.212063728,0.018890261,0.001101504,0.637101431,0.095735569
735,0.161136821,0.203355218,0.254350538,0.05682796,0.211495115,0.015308783,0.001100481,0.628536116,0.093682959
740,0.161221497,0.205691333,0.256785156,0.056893664,0.213587228,0.013766043,0.001101883,0.634708858,0.09157916
745,0.155824856,0.198212825,0.2469565,0.054265349,0.206203658,0.015802126,0.00105254,0.60750076,0.089499858
750,0.147586129,0.189718993,0.23602784,0.051717724,0.197398027,0.019059966,0.001002693,0.597371517,0.084995856
755,0.158266877,0.204023707,0.253681599,0.055654947,0.21210058,0.017256714,0.001077733,0.619858751,0.091620797
760,0.178969648,0.205398466,0.255741203,0.056444496,0.213925997,0.01829488,0.001089407,0.650007763,0.110480084
765,0.193388162,0.20652336,0.257306417,0.057103575,0.214269097,0.021309827,0.001104365,0.664392871,0.123539226
770,0.196367618,0.200238938,0.249350167,0.055314359,0.20731947,0.037536801,0.001066882,0.701002121,0.124090795
775,0.191553429,0.200426699,0.249896045,0.055199102,0.207586114,0.034980741,0.001049247,0.694107636,0.12040117
780,0.166807597,0.172014301,0.214869034,0.047547906,0.179266408,0.027472566,0.000877251,0.623138366,0.107703059
785,0.159574045,0.171179823,0.213386588,0.047427855,0.178520123,0.025713842,0.000864077,0.619173095,0.10204578
790,0.158535959,0.171385538,0.213786245,0.047669209,0.178744482,0.025271841,0.000854163,0.607951809,0.100266614
795,0.144794468,0.155917623,0.194766089,0.043319075,0.162722009,0.018687457,0.000773575,0.55345094,0.09106167
800,0.153699282,0.147239697,0.183889985,0.042149651,0.155276707,0.030765897,0.000773026,0.628861986,0.108246431
805,0.149812293,0.163954927,0.204267294,0.046079242,0.170623542,0.020063299,0.000787361,0.573154682,0.088730217
810,0.155529741,0.162053748,0.20221593,0.045644505,0.168480062,0.020671956,0.000794942,0.588252083,0.09660423
815,0.158558078,0.163114269,0.203280925,0.04550281,0.168919635,0.019169309,0.000792768,0.581188084,0.098229263
820,0.188934591,0.193902825,0.241381046,0.0538805,0.200101421,0.023654255,0.000941863,0.665070107,0.111449382
825,0.168624502,0.172072785,0.214069316,0.047827806,0.177853844,0.024741765,0.000830128,0.612921672,0.098686956
830,0.181162149,0.189024356,0.235116076,0.052354501,0.195140234,0.024162857,0.000919401,0.660354853,0.102775237
835,0.154594928,0.164730712,0.205207409,0.046056428,0.170098025,0.021573421,0.000805793,0.576037271,0.086938966
840,0.172565935,0.183647771,0.22871271,0.051291765,0.189553423,0.027145269,0.000903996,0.643839583,0.096997684
845,0.184358429,0.15829315,0.19494713,0.041048494,0.170310509,0.036953099,0.000809122,0.659881292,0.12913984
850,0.239191711,0.212759028,0.259786287,0.053826862,0.222373833,0.02992222,0.000923629,0.807072611,0.154854822
855,0.199149736,0.214479003,0.262345496,0.054908405,0.223917359,0.033701264,0.000963291,0.755746126,0.115638153
860,0.182608885,0.198116253,0.246842747,0.055809936,0.20760332,0.028808292,0.000998286,0.771673059,0.099110575
865,0.16891994,0.174598838,0.218824468,0.05262323,0.185184025,0.040389939,0.000907182,0.681266781,0.096343507
870,0.183484238,0.172527847,0.217490467,0.052494807,0.183385826,0.039206346,0.000914814,0.696899546,0.11250415
875,0.149374222,0.152886197,0.191531451,0.047151755,0.162752164,0.032736664,0.000784233,0.594747702,0.086603149
880,0.159842812,0.159520974,0.200778469,0.046974165,0.167216314,0.019065115,0.000824969,0.608795327,0.093371343
885,0.149304103,0.153846931,0.193770255,0.045847071,0.160648443,0.018789562,0.000806018,0.570747341,0.087193259
890,0.159443909,0.163572239,0.20594823,0.048325418,0.170388275,0.017680184,0.000841585,0.61191354,0.091059382
895,0.171116352,0.165873949,0.208458255,0.048744002,0.172726617,0.026428518,0.000847545,0.650775897,0.09713312
900,0.176730933,0.151515076,0.189246575,0.045000629,0.161352498,0.029837929,0.000795828,0.671878281,0.113899051
905,0.17760761,0.185094496,0.231972062,0.053523697,0.193686409,0.022455645,0.000940614,0.694728312,0.097137653
910,0.186024515,0.194131037,0.243573979,0.056621684,0.201543778,0.024970617,0.000990268,0.693419245,0.100698866
915,0.149638756,0.163010625,0.204519824,0.047918493,0.169261519,0.015203647,0.000834486,0.564971533,0.079528665
920,0.166408351,0.181024169,0.22733602,0.053095626,0.188101278,0.015961838,0.000925285,0.633854902,0.091629806
925,0.157423268,0.178458025,0.224402006,0.052719142,0.184332175,0.016253302,0.000913351,0.605122603,0.084598996
930,0.163046698,0.171946319,0.216511403,0.050642844,0.17847862,0.014574784,0.000876816,0.63483523,0.093762526
935,0.149030083,0.164671092,0.207525026,0.049257985,0.16960686,0.014475979,0.000856247,0.569951398,0.080850411
940,0.157537473,0.169923503,0.214083045,0.050585866,0.176573057,0.018341843,0.000876867,0.620222247,0.089015037
945,0.145984593,0.170730506,0.215056544,0.051543448,0.17625577,0.018998324,0.000890868,0.596275242,0.07641168
950,0.156653547,0.173781383,0.218620337,0.052064462,0.179908999,0.018171381,0.000901152,0.608520254,0.082189285
955,0.157034646,0.172146864,0.219168584,0.055014651,0.17885277,0.016417869,0.000952524,0.624056303,0.079676363
960,0.151355398,0.158013344,0.200847431,0.049342212,0.165905779,0.018467787,0.000863463,0.612767184,0.083037258
965,0.160561877,0.176799758,0.223174232,0.053756978,0.184143495,0.021325185,0.000934707,0.66718533,0.079876635
970,0.162038689,0.168731091,0.212982743,0.050975299,0.176433129,0.024978816,0.000888372,0.640512427,0.086912036
975,0.171008919,0.17316695,0.218727766,0.05309905,0.180516255,0.026961147,0.000917386,0.645758105,0.090872447
980,0.183897076,0.189426885,0.23943141,0.05785248,0.197385472,0.032863845,0.001002335,0.723213428,0.094628645
985,0.162400288,0.173280045,0.219065501,0.052774789,0.180539315,0.030969567,0.00091855,0.677958032,0.081530834
990,0.158140475,0.162319731,0.204959874,0.049075637,0.169031283,0.030272727,0.000849688,0.649983662,0.084322295
995,0.171682538,0.173057145,0.218579124,0.052719126,0.180398913,0.026774121,0.000912452,0.672955746,0.092714098
1000,0.187738727,0.188657581,0.238488243,0.057533165,0.196442713,0.026771188,0.000991846,0.72663512,0.101168099
1005,0.168800812,0.172262543,0.218123084,0.052811852,0.17928369,0.022045032,0.000911954,0.646413864,0.088319099
1010,0.174766649,0.181648088,0.23001174,0.055644674,0.188853352,0.0198317,0.000963145,0.675378698,0.090548664
1015,0.179785445,0.188639298,0.239042991,0.057871576,0.195834845,0.021569691,0.001003671,0.705597678,0.092446121
1020,0.180975063,0.184063519,0.233179874,0.056490374,0.190958479,0.031732775,0.000978227,0.688723093,0.090233295
1025,0.179534449,0.181188268,0.229316722,0.055329963,0.188270777,0.03114554,0.000957371,0.691504211,0.093430728
1030,0.16243643,0.168551473,0.212861067,0.051062786,0.175085273,0.017699311,0.000883987,0.620340967,0.083851507
1035,0.154964531,0.162928677,0.20620176,0.049701646,0.169292556,0.01836765,0.000857768,0.612704255,0.081154675
1040,0.159549866,0.163717909,0.206539328,0.04977157,0.169721215,0.019698564,0.000860632,0.623044616,0.087408499
1045,0.164701314,0.163876214,0.208297486,0.053736845,0.169562524,0.019320055,0.000935345,0.662082586,0.085872153
1050,0.153267464,0.1422752,0.181555654,0.046028937,0.149530896,0.031132297,0.000820837,0.622487819,0.087736561
1055,0.153747265,0.136901009,0.172789762,0.043142385,0.142981909,0.02833143,0.000754375,0.565416325,0.08977314
1060,0.172336383,0.155405566,0.195678906,0.048143437,0.161632788,0.030650549,0.000834689,0.643867245,0.099509361
1065,0.161853899,0.153626482,0.19323154,0.047818634,0.159650529,0.030216995,0.000832046,0.64343138,0.089038787
1070,0.163897692,0.16053499,0.201630828,0.049379306,0.166853896,0.028259659,0.000856391,0.676480753,0.087879825
1075,0.157095814,0.149241958,0.186542905,0.046629959,0.157595641,0.028342222,0.000785416,0.62827306,0.089811207
1080,0.17823953,0.162908505,0.202075557,0.050138688,0.170767481,0.027669144,0.000822804,0.650378534,0.105366329
1085,0.193622823,0.181140334,0.224081259,0.055557845,0.188651307,0.026660889,0.000906859,0.70382449,0.112940782
1090,0.194216341,0.181173064,0.223853724,0.055534304,0.189599839,0.025923844,0.00090531,0.69339209,0.113791786
1095,0.191660887,0.179832332,0.222267542,0.055039322,0.187452819,0.028920298,0.000892533,0.668683232,0.110905989
1100,0.189413435,0.174059698,0.215189121,0.053173675,0.181521523,0.031938828,0.00086094,0.666464645,0.104690734
1105,0.172933247,0.163035127,0.20363948,0.051027162,0.172537912,0.038166581,0.000835688,0.645931575,0.102055804
1110,0.179470806,0.165664387,0.206523859,0.050165445,0.17389239,0.037348145,0.000813359,0.6350121,0.096944111
1115,0.183337645,0.167698821,0.208431653,0.050433466,0.175090592,0.039308875,0.000816849,0.649743268,0.101253517
1120,0.201484271,0.186112733,0.230819198,0.056204034,0.193949046,0.040868277,0.000907069,0.702970284,0.112820675
1125,0.192182576,0.175645626,0.217754138,0.053276076,0.183362914,0.040545415,0.00086024,0.660175942,0.108027789
1130,0.209215626,0.195373107,0.241854485,0.058875369,0.203469079,0.038896924,0.000943484,0.739615095,0.115067323
1135,0.205810961,0.190200304,0.235585368,0.057403303,0.197522032,0.036671949,0.000920274,0.714576431,0.114346864
1140,0.204880075,0.191495993,0.23752966,0.057906794,0.199057469,0.034057965,0.000929224,0.6982062,0.113934168
1145,0.203126518,0.191611092,0.237427658,0.05764498,0.198623586,0.027234389,0.000925541,0.685830351,0.114896316
1150,0.194127611,0.184289326,0.228461715,0.055433136,0.191345161,0.025932224,0.000890897,0.669821948,0.1080779
1155,0.194096659,0.177837563,0.220631458,0.053945595,0.185126604,0.025565028,0.000862646,0.662359213,0.113265407
1160,0.196246271,0.179642028,0.222898228,0.054095521,0.186308824,0.02466522,0.000864636,0.647477086,0.115910978
1165,0.210873628,0.196189191,0.243512135,0.059153301,0.202955595,0.025871026,0.000950089,0.703089609,0.123767106
1170,0.196376473,0.186631643,0.231895175,0.056594007,0.193114752,0.029333808,0.000915015,0.671342827,0.119283979
1175,0.19600066,0.18466514,0.229534749,0.056094897,0.19102276,0.026157408,0.00090455,0.667068388,0.119657215
1180,0.189289181,0.174554124,0.216968802,0.053321013,0.181212234,0.026112008,0.000867609,0.664485826,0.119400086
1185,0.180297291,0.164430862,0.204394879,0.050311524,0.171076148,0.027751021,0.000812371,0.639579676,0.113655864
1190,0.181316282,0.159725839,0.198557174,0.049148593,0.167078867,0.028367235,0.000804528,0.665072523,0.116445513
1195,0.191155738,0.171443239,0.213049207,0.052283545,0.179119573,0.030291771,0.00086046,0.68815081,0.119945303
1200,0.190869837,0.172554829,0.214116342,0.052941844,0.180457262,0.033535084,0.000857436,0.664102853,0.117008274
1205,0.192412365,0.177568238,0.220098078,0.053391407,0.184837797,0.029870663,0.000869464,0.661954817,0.112684365
1210,0.195866253,0.183379371,0.227169295,0.05520169,0.19088954,0.029702407,0.000899267,0.709372085,0.116317263
1215,0.183357798,0.166120104,0.206140051,0.049988865,0.172973394,0.030178365,0.000806343,0.625794087,0.107790685
1220,0.213450938,0.191995358,0.238380864,0.057665689,0.200210024,0.032907419,0.000937186,0.733602638,0.128157724
1225,0.183718686,0.166129899,0.207222276,0.050084994,0.173604566,0.030426694,0.000839535,0.638601104,0.10765732
1230,0.166203112,0.156449124,0.196067816,0.046702986,0.163088272,0.029967578,0.000815303,0.622858099,0.093624949
1235,0.158822411,0.154841981,0.19449512,0.046176949,0.160830611,0.02973824,0.000802521,0.607779113,0.083354661
1240,0.163093644,0.153753959,0.19445572,0.045816979,0.160880091,0.033009099,0.000810452,0.588418584,0.093401684
1245,0.175621913,0.173350943,0.218251266,0.05230095,0.181295747,0.032553451,0.000880834,0.629456445,0.098596421
1250,0.17733467,0.175572994,0.221203137,0.052243631,0.182594026,0.030356556,0.000897418,0.659913443,0.097394916
1255,0.159925558,0.164090406,0.205779673,0.048673325,0.170507691,0.026486835,0.000828636,0.601513418,0.086093431
1260,0.165552378,0.168752919,0.211377835,0.050423426,0.176055001,0.030802121,0.000845959,0.621364638,0.091061418
1265,0.180902311,0.184626143,0.230941474,0.055140035,0.191780886,0.037518367,0.000921064,0.666945203,0.094428024
1270,0.173489906,0.176320474,0.220319511,0.052908282,0.183413487,0.031383429,0.000871193,0.629337308,0.094723665
1275,0.183891667,0.190785298,0.238092282,0.057498417,0.198837563,0.030859208,0.000937426,0.67104657,0.101473182
1280,0.190409588,0.1977833,0.246995939,0.059361153,0.205389435,0.028306992,0.00097212,0.675499349,0.108097746
1285,0.194040566,0.199121452,0.248405042,0.059723325,0.20610712,0.031702809,0.000972185,0.687392726,0.113372328
1290,0.172501354,0.175427267,0.219065315,0.052456233,0.181727816,0.032199609,0.000864939,0.632951607,0.101874734
1295,0.172949287,0.171721897,0.214547953,0.051595281,0.177711558,0.035438512,0.000839803,0.617006723,0.102634862
1300,0.183295373,0.179983371,0.224810829,0.054377951,0.186253976,0.038197485,0.000879561,0.649334608,0.107649386
1305,0.179099259,0.172474198,0.215229823,0.052299387,0.179011829,0.043901678,0.000846895,0.661606382,0.103523051
1310,0.177555844,0.168452186,0.210201855,0.051278358,0.175355721,0.040984232,0.000826082,0.65148987,0.104836216
1315,0.185771522,0.182475516,0.227306574,0.0548826,0.189211793,0.04000769,0.000888151,0.653499971,0.106284799
1320,0.196909271,0.195036186,0.242709501,0.058317172,0.202208208,0.036725185,0.000945184,0.687635685,0.11494094
1325,0.186903786,0.188134479,0.233969635,0.056266057,0.194969815,0.025770458,0.000906562,0.662698825,0.109815531
