Time,cpu_util_percent,mem_util_percent,net_in,net_out,disk_usage_percent
5050,32.0389,83.7726,35.0002,27.7315,4.0026
5060,30.1112,83.5155,34.9964,27.7271,4.0026
5070,28.5429,83.3015,35.0193,27.7399,4.0295
5080,29.0569,83.1261,34.9553,27.6907,4.0738
5090,31.4367,83.2065,34.9684,27.6937,4.0612
5100,33.2778,83.3629,34.9685,27.6938,5.9469
5110,43.1848,83.7998,34.9425,27.6748,5.9613
5120,39.9082,83.8083,34.9758,27.7074,5.9702
5130,37.3633,83.7949,34.983,27.7109,5.9649
5140,37.0353,83.7255,34.9688,27.7012,6.0028
5150,35.5559,83.5881,34.9611,27.6937,6.0313
5160,33.894,83.5055,34.9365,27.6705,6.2184
5170,35.1377,83.3536,34.9342,27.6725,6.2063
5180,32.2996,83.2619,34.942,27.6748,6.21
5190,33.2631,83.4486,34.9378,27.6729,6.2112
5200,36.5578,83.9069,34.9365,27.6695,6.2096
5210,35.2276,83.7655,34.9439,27.6764,6.2111
5220,35.1925,83.6905,34.9455,27.6745,3.9765
5230,36.1077,83.6856,34.9385,27.6704,3.9734
5240,32.6101,83.5931,34.9371,27.6689,3.9725
5250,30.7598,83.5582,34.9493,27.6792,3.977
5260,33.8634,83.9422,34.9371,27.6687,3.9716
5270,31.6387,84.1215,34.9372,27.6688,3.9716
5280,30.8919,84.3077,34.9287,27.6593,5.6794
5290,35.6887,84.6455,34.9384,27.6701,5.68
5300,37.3301,85.0938,34.9419,27.6727,5.6828
5310,37.9766,84.8331,34.9334,27.664,5.6736
5320,38.1588,83.8333,34.9357,27.6714,5.6949
5330,33.2701,82.787,34.9246,27.6621,5.6933
5340,32.0199,82.3412,34.9306,27.6565,5.3024
5350,33.4454,82.3878,34.9324,27.661,5.2718
5360,33.2128,82.5159,34.9289,27.6538,5.314
5370,36.1775,83.1285,34.9299,27.6577,5.3488
5380,35.1622,83.554,34.929,27.6608,5.3755
5390,34.9186,83.7641,34.9386,27.6678,5.3732
5400,33.8801,83.9621,34.9327,27.6626,5.1168
5410,39.5709,84.0221,34.9294,27.6646,5.1198
5420,36.395,83.9607,34.9336,27.6657,5.1064
5430,37.0454,84.189,34.9252,27.6551,5.1145
5440,35.159,84.1136,34.9361,27.6682,5.1202
5450,34.2618,84.0739,34.9671,27.6961,5.1256
5460,37.7998,84.2178,34.9376,27.669,4.5683
5470,37.831,84.2565,34.9222,27.6538,4.5732
5480,35.1573,84.2813,34.9336,27.6689,4.5782
5490,35.1701,84.3953,34.9384,27.6705,4.6042
5500,36.6699,84.5836,34.9257,27.6606,4.6017
5510,39.3292,84.6827,34.9259,27.6607,4.6017
5520,37.373,84.6209,34.9231,27.6588,4.391
5530,37.2147,84.5683,34.924,27.659,4.3907
5540,35.9996,84.6772,34.934,27.6656,4.3911
5550,35.0928,84.727,34.9211,27.6513,4.3915
5560,37.3554,84.7426,34.9156,27.6546,4.415
5570,38.63,84.8602,34.9233,27.6564,4.3998
5580,41.2139,85.1631,34.9222,27.6537,4.5031
5590,42.4572,85.131,34.9224,27.6538,4.5031
5600,40.4335,85.2348,34.9231,27.6532,4.504
5610,42.0624,85.3598,34.9217,27.6522,4.5029
5620,41.3246,85.3844,34.9061,27.6356,4.4947
5630,38.8088,85.4166,34.9108,27.6393,4.494
5640,37.9119,85.3776,34.911,27.6395,4.8969
5650,38.2982,85.3726,34.9115,27.6419,4.8994
5660,36.777,85.3505,34.9086,27.6369,4.888
5670,35.5752,85.2519,34.8981,27.6234,4.8931
5680,34.8858,85.1633,34.8871,27.6129,4.9076
5690,35.5364,85.0275,34.9051,27.6315,4.9006
5700,34.9303,84.7124,34.9022,27.6316,4.9053
5710,38.5535,84.4076,34.9089,27.6304,4.873
5720,34.9448,84.0054,34.9321,27.6571,4.891
5730,34.2995,83.928,34.9323,27.6614,4.9039
5740,33.8088,83.7509,34.9265,27.6544,4.9039
5750,32.6235,83.6473,34.9259,27.6525,4.9052
5760,31.2729,83.4169,34.931,27.6581,4.5214
5770,33.0948,83.3723,34.9239,27.6535,4.523
5780,31.5387,83.3285,34.9254,27.6549,4.5189
5790,31.3255,83.2215,34.9306,27.6613,4.4939
5800,28.9604,83.2041,34.9157,27.6479,4.5162
5810,27.6879,83.0872,34.9158,27.648,4.5162
5820,27.5133,83.0068,34.9102,27.6459,4.391
5830,28.9728,82.9461,34.8935,27.6309,4.3918
5840,27.6317,83.0489,34.8962,27.6285,4.4294
5850,27.0993,82.9414,34.867,27.5912,4.2877
5860,27.734,83.063,34.8735,27.6146,4.4035
5870,28.957,83.0959,34.8877,27.623,4.451
5880,28.7552,83.0361,34.859,27.5855,4.2678
5890,31.7877,83.1792,34.9291,27.6569,4.2859
5900,30.8897,83.0783,34.9122,27.6468,4.2668
5910,32.5377,83.1559,34.897,27.6477,4.2631
5920,31.4958,83.084,34.8974,27.6539,4.2573
5930,31.7308,83.1962,34.919,27.6757,4.2883
5940,32.3813,83.1862,34.9376,27.6914,4.7175
5950,32.1275,83.128,34.9236,27.682,4.7221
5960,30.8726,83.2091,34.9778,27.7216,4.702
5970,29.5828,82.682,34.9662,27.7166,4.6991
5980,27.6435,82.4528,34.9593,27.7154,4.7047
5990,30.058,82.1633,34.9549,27.7125,4.6783
6000,27.7793,82.1738,34.9444,27.7013,4.8785
6010,30.5227,82.151,34.9475,27.7023,4.8733
6020,26.7898,82.121,34.9498,27.7037,4.8715
6030,27.3598,82.0296,34.947,27.7011,4.8706
6040,25.8191,81.8699,34.9505,27.7043,4.8699
6050,24.9787,81.7634,34.9394,27.6987,4.8762
6060,25.0243,81.8868,34.9545,27.7099,4.3804
6070,27.5695,81.9402,34.9531,27.7053,4.3747
6080,27.1038,81.8488,34.9291,27.6798,4.3498
6090,25.8323,81.8234,34.9358,27.6851,4.3443
6100,24.4619,81.7006,34.9529,27.6963,4.3417
6110,26.1925,81.475,34.9429,27.6901,4.3427
6120,23.9421,81.4262,34.9678,27.7159,4.397
6130,24.0103,81.2707,34.9443,27.6957,4.3944
6140,22.6936,81.2222,34.9323,27.6918,4.3838
6150,22.8306,81.3,34.9457,27.7101,4.33
6160,24.0838,81.1775,34.8851,27.6564,4.4117
6170,24.3382,81.0526,34.8188,27.5813,4.4106
6180,23.6909,80.848,34.8314,27.5891,4.0292
6190,25.226,80.6224,34.8397,27.5993,4.0281
6200,23.0751,80.4492,34.8164,27.5753,4.0032
6210,25.3321,80.4505,34.8328,27.5892,4.033
6220,22.9183,80.429,34.8264,27.5851,4.033
6230,24.5797,80.8116,34.8222,27.5829,4.0341
6240,27.6621,81.2768,34.8237,27.5848,4.3989
6250,32.3115,81.6707,34.8335,27.5906,4.3954
6260,33.0749,81.9617,34.8295,27.5895,4.3941
6270,32.0734,82.2807,34.8676,27.6175,4.4056
6280,33.0826,82.5195,34.8481,27.6061,4.3947
6290,31.6328,82.3609,34.8772,27.6502,4.3861
6300,29.9455,82.2508,34.8721,27.6465,5.6647
6310,31.7617,82.1659,34.8723,27.6467,5.6647
6320,29.7901,82.1856,34.8658,27.6504,5.6467
6330,29.6249,82.1927,34.8813,27.6675,5.641
6340,28.8062,82.1006,34.8718,27.659,5.6392
6350,28.341,81.9238,34.8756,27.6635,5.6409
6360,27.9853,81.8769,34.8795,27.6617,5.0322
6370,28.6323,81.9009,34.8732,27.6599,5.0322
6380,28.6892,81.8699,34.8596,27.645,5.0089
6390,26.5891,81.8455,34.8594,27.6362,5.0217
6400,25.8878,81.78,34.8415,27.6227,5.0139
6410,25.6525,81.9259,34.8511,27.6279,5.0091
6420,27.6263,81.9516,34.8488,27.6259,4.1667
6430,28.7451,81.9287,34.8501,27.6265,4.165
6440,26.3628,81.889,34.8564,27.6308,4.1701
6450,26.287,82.192,34.8912,27.6526,4.1527
6460,28.5973,82.7772,34.9527,27.6957,4.1332
6470,30.7311,83.138,34.948,27.688,4.0804
6480,28.9517,83.3195,34.9815,27.7041,5.0456
6490,28.422,83.3955,34.9615,27.6965,5.0795
6500,26.3418,83.5609,34.9811,27.7093,5.0845
6510,28.174,83.6711,34.9793,27.709,5.0374
6520,27.2384,83.8208,34.9773,27.7015,4.993
6530,29.1789,83.9606,35.0075,27.7348,5.0363
6540,27.8982,84.0411,35.0101,27.734,4.5596
6550,27.5004,84.0515,35.0125,27.738,4.5603
6560,26.1846,84.115,35.01,27.737,4.5621
6570,26.5304,84.2704,35.0113,27.7363,4.5614
6580,28.2463,84.5074,34.9862,27.7146,4.5672
6590,27.6741,84.71,35.049,27.7788,4.5217
6600,27.8708,84.5889,35.0365,27.764,4.3727
6610,31.211,84.6043,35.0514,27.7766,4.3674
6620,27.9175,84.5864,35.0377,27.7674,4.3755
6630,29.157,84.7594,35.0505,27.7794,4.3741
6640,33.0584,84.9507,35.0708,27.7952,4.3787
6650,34.2809,85.095,35.0863,27.8008,4.3894
6660,32.3318,85.0237,35.0899,27.8128,4.2911
6670,33.2173,84.8911,35.0947,27.8196,4.3093
6680,31.5156,84.7088,35.1166,27.8305,4.2861
6690,31.8886,84.5502,35.1259,27.8446,4.3063
6700,32.9357,84.3087,35.0872,27.8082,4.2977
6710,30.0295,84.1362,35.107,27.8328,4.3048
6720,29.297,83.9807,35.1077,27.8302,4.3196
6730,30.7193,83.8212,35.1135,27.8349,4.321
6740,28.7013,83.6869,35.1334,27.857,4.3174
6750,28.148,83.4977,35.0986,27.8222,4.3118
6760,27.6123,83.3942,35.1323,27.8475,4.3156
6770,27.9644,83.4743,35.1319,27.8495,4.3093
6780,28.8292,83.5186,35.1399,27.8512,4.2915
6790,30.409,83.5202,35.114,27.829,4.2808
6800,29.3125,83.5125,35.1349,27.8477,4.2808
6810,28.8815,83.5157,35.1339,27.8448,4.2794
6820,29.1197,83.5169,35.1346,27.8464,4.28
6830,28.8681,83.5712,35.1592,27.8561,4.2721
6840,29.7941,83.5882,35.1404,27.849,3.988
6850,32.6969,83.5819,35.1417,27.8519,3.9867
6860,31.6881,83.5486,35.1429,27.8523,3.9867
6870,28.2498,83.4659,35.1333,27.8487,3.9834
6880,28.5173,83.3882,35.1289,27.8427,3.9834
6890,28.4656,83.44,35.1297,27.8441,3.9846
6900,28.0594,83.56,35.1243,27.831,4.1623
6910,30.6082,83.6647,35.0937,27.7984,4.1499
6920,27.8708,83.7168,35.0938,27.7986,4.1499
6930,28.0425,83.627,35.0969,27.8025,4.1504
6940,26.7242,83.493,35.0941,27.7988,4.1499
6950,26.5318,83.3995,35.09,27.7969,4.151
6960,27.4845,83.3395,35.0922,27.7984,3.8604
6970,28.194,83.3818,35.1501,27.8429,3.8344
6980,27.2352,83.3631,35.1102,27.8005,3.8193
6990,26.4434,83.3077,35.102,27.7954,3.8169
7000,26.0992,83.1826,35.1016,27.7971,3.8165
7010,26.8355,83.1685,35.1052,27.7993,3.8166
7020,25.0409,83.1895,35.1004,27.7947,5.018
7030,26.2784,83.1957,35.1037,27.7973,5.0172
7040,25.5715,83.2692,35.109,27.7994,5.0198
7050,25.4651,83.3184,35.1059,27.7996,5.0176
7060,26.4325,83.5044,35.1082,27.803,5.0194
7070,25.5691,83.4608,35.1102,27.8036,5.0145
7080,25.3089,83.4136,35.0787,27.7869,9.8242
7090,28.3845,83.5204,35.0635,27.7845,9.8765
7100,28.5034,83.5587,35.0541,27.7775,9.893
7110,28.9988,83.5974,35.0612,27.7835,9.8798
7120,24.9689,83.4706,35.0555,27.777,9.8708
7130,24.4507,83.36,35.0581,27.7786,9.8703
7140,23.7104,83.355,35.0568,27.7755,8.8502
7150,25.4985,83.5027,35.0505,27.7708,8.8471
7160,23.8931,83.6531,35.084,27.8042,8.8566
7170,24.4072,83.7433,35.062,27.779,8.8665
7180,24.6311,83.7838,35.0627,27.7774,8.8376
7190,24.3441,83.7937,35.0837,27.8008,8.8397
7200,24.9687,83.7775,35.0849,27.7961,5.2058
7210,30.1289,83.8073,35.0733,27.7871,5.2039
7220,26.8508,83.8721,35.0741,27.787,5.1651
7230,31.1224,84.1199,35.0745,27.7853,5.1988
7240,33.8833,84.3385,35.0607,27.7759,5.1988
7250,37.201,84.5709,35.0609,27.7758,5.1989
7260,38.0828,84.7265,35.0391,27.7532,5.5652
7270,40.537,84.6328,35.0519,27.7716,5.5588
7280,35.4131,84.6845,35.0345,27.7536,5.5612
7290,32.1091,84.5834,35.0293,27.7451,5.5672
7300,30.9721,84.6296,35.0423,27.7625,5.5652
7310,31.6716,84.3471,35.0305,27.755,5.5721
7320,30.5059,83.8931,35.0516,27.7649,5.4499
7330,33.424,84.0133,35.0581,27.7777,5.4431
7340,32.5256,84.3229,35.0727,27.7959,5.4419
7350,36.1349,84.4406,35.0422,27.7686,5.4353
7360,33.1135,84.4932,35.0467,27.7739,5.4356
7370,32.7538,84.7075,35.0432,27.7693,5.4348
7380,32.5168,84.6124,35.0322,27.7596,7.3091
7390,34.3748,84.6831,35.0446,27.7704,7.3066
7400,31.8477,84.8171,35.0448,27.7706,7.3066
7410,30.2168,84.916,35.0449,27.7707,7.3066
7420,30.101,84.7956,35.045,27.7708,7.3066
7430,29.2332,84.8189,35.0775,27.7883,7.3409
7440,28.8316,84.7628,35.076,27.7851,4.9208
7450,31.4689,84.6362,35.0758,27.7847,4.9187
7460,30.276,84.5797,35.076,27.7848,4.9187
7470,28.4791,84.5949,35.0815,27.7914,4.9186
7480,28.7212,84.5812,35.096,27.8025,4.9219
7490,28.7542,84.512,35.0877,27.795,4.9216
7500,29.9676,84.3897,35.0753,27.7857,4.843
7510,35.0911,84.4626,35.0653,27.7748,4.8441
7520,32.8265,84.3146,35.0672,27.7793,4.8425
7530,32.7978,84.1389,35.0676,27.7785,4.8404
7540,32.5886,84.3298,35.0884,27.7972,4.8517
7550,35.3687,84.6505,35.072,27.7824,4.8092
7560,35.0302,84.7413,35.0558,27.7747,6.124
7570,39.6953,84.8578,35.0743,27.7864,6.1277
7580,37.1251,84.6137,35.081,27.8014,6.0973
7590,34.7619,84.7161,35.0623,27.774,6.11
7600,32.0688,84.5067,35.0679,27.7817,6.12
7610,33.0136,84.4156,35.0637,27.7745,6.1086
7620,30.3429,84.5907,35.0664,27.7787,6.0732
7630,30.9052,84.6706,35.0659,27.7784,6.0737
7640,28.5434,84.6908,35.0459,27.7631,6.0712
7650,27.567,84.703,35.0536,27.7706,6.072
7660,27.2038,84.7683,35.0554,27.7716,6.0786
7670,26.8477,84.8413,35.0549,27.7727,6.077
7680,26.7155,84.8753,35.0471,27.7643,5.185
7690,28.0723,84.691,35.0361,27.7539,5.183
7700,24.8912,84.5221,35.042,27.758,5.1856
7710,25.1185,84.6096,35.0466,27.7619,5.1941
7720,27.2964,84.4127,35.0229,27.7257,5.1606
7730,25.404,84.2179,35.0258,27.7376,5.1689
7740,24.2963,84.277,35.0267,27.7389,5.1819
7750,26.3765,84.1484,35.0269,27.7385,5.1807
7760,24.4763,84.1887,35.0416,27.7508,5.1841
7770,25.7357,84.326,35.0204,27.7274,5.1869
7780,25.6874,84.2954,35.0251,27.737,5.1809
7790,25.3799,84.2411,35.0209,27.7343,5.1795
7800,25.7042,84.3297,35.0184,27.7336,5.5611
7810,32.0155,84.4666,35.0303,27.7383,5.5573
7820,28.2639,84.3555,35.004,27.72,5.559
7830,28.1084,84.3865,35.0034,27.7166,5.5542
7840,28.4396,84.6822,35.0113,27.7222,5.5714
7850,30.2533,84.9075,35.0727,27.7702,5.576
7860,31.1383,84.9483,35.0629,27.7631,5.651
7870,33.2243,85.0013,35.0597,27.7591,5.6806
7880,29.1875,85.0372,35.0547,27.7524,5.6809
7890,29.7447,84.8467,35.0588,27.7602,5.6846
7900,33.3013,85.0385,35.0755,27.7729,5.6847
7910,34.8816,85.1634,35.065,27.757,5.6791
7920,33.1252,84.9763,35.0591,27.759,6.3949
7930,34.8403,84.8627,35.0607,27.7595,6.395
7940,32.6096,84.7355,35.0486,27.7552,6.4066
7950,34.8033,84.9244,35.0702,27.7706,6.3909
7960,36.1006,84.7501,35.0684,27.7776,6.3954
7970,35.4943,84.5148,35.1079,27.8114,6.379
7980,31.6609,84.3253,35.0884,27.796,5.9922
7990,30.9846,84.2955,35.0653,27.7714,5.9783
8000,28.3976,84.3238,35.068,27.7746,5.9795
8010,32.4927,84.7871,35.0682,27.7747,5.9795
8020,34.2598,85.0038,35.0684,27.7748,5.9795
8030,34.1797,84.9345,35.0665,27.7698,5.9922
8040,33.3868,84.9279,35.0751,27.7746,5.0565
8050,36.7654,85.1968,35.0706,27.7774,5.0526
8060,37.2614,85.6776,35.0722,27.7725,5.0301
8070,36.7822,85.5965,35.0728,27.7703,5.0482
8080,35.0365,85.5598,35.0708,27.7703,5.0461
8090,34.2305,85.4395,35.0362,27.7367,5.0491
8100,32.2785,85.4027,35.0419,27.7331,4.6928
8110,35.1705,85.2406,35.0435,27.7322,4.712
8120,32.5358,85.332,35.0516,27.7357,4.7021
8130,33.2139,85.2836,35.0541,27.741,4.7241
8140,34.2111,85.174,35.057,27.7462,4.7249
8150,33.2845,85.0827,35.0418,27.7402,4.7301
8160,35.0655,85.1934,35.0301,27.7221,5.5601
8170,39.0782,85.4288,35.0383,27.7309,5.5596
8180,37.9932,85.5547,35.0331,27.7275,5.5612
8190,38.7146,85.4343,35.0396,27.7318,5.5657
8200,36.1144,84.5401,35.0251,27.7198,5.5624
8210,33.7395,84.3338,34.9852,27.6718,5.6148
8220,31.1985,84.1465,35.0049,27.6855,5.7458
8230,33.2309,83.8532,34.9856,27.673,5.7321
8240,33.8394,83.8282,34.9891,27.6766,5.74
8250,34.1294,83.5311,34.995,27.6812,5.7422
8260,34.7174,83.3648,34.9986,27.6892,5.7475
8270,37.7335,83.3722,34.9825,27.6751,5.7549
8280,35.6976,83.0668,34.9904,27.6817,5.4327
8290,36.5843,82.8169,34.9976,27.687,5.4313
8300,32.4563,82.5959,35.0003,27.6877,5.4397
8310,30.6971,82.466,35.0051,27.6911,5.4348
8320,31.2763,82.2179,35.0365,27.7267,5.4538
8330,30.8701,82.1601,35.0284,27.7243,5.4249
8340,32.3044,82.2882,35.0675,27.7592,4.6188
8350,33.8284,82.2694,35.0704,27.7618,4.6197
8360,31.5661,82.3969,35.0556,27.7499,4.6162
8370,30.9655,82.2999,35.0525,27.746,4.5757
8380,31.9175,82.2409,35.0557,27.7512,4.6189
8390,30.3868,81.9251,35.0566,27.7514,4.6154
8400,30.9943,82.0309,35.0699,27.7594,5.8625
8410,35.5949,82.2114,35.0781,27.7737,5.8601
8420,32.6165,82.1743,35.0331,27.7312,5.8717
8430,33.3047,82.0883,35.0403,27.735,5.877
8440,34.4552,82.1385,35.0625,27.7556,5.8783
8450,32.4258,81.9802,35.0468,27.7484,5.8782
8460,29.6067,81.9834,35.0346,27.7374,7.8752
8470,29.8044,81.9128,35.0261,27.7206,7.8678
8480,27.237,81.7592,35.0269,27.7297,7.8716
8490,26.4276,81.7415,35.0426,27.754,7.8775
8500,25.1422,81.6984,35.0441,27.7606,7.883
8510,25.4381,81.4485,35.0391,27.7606,7.8986
8520,24.0549,81.4624,35.0467,27.765,8.6346
8530,25.5622,81.3748,35.0268,27.7436,8.6343
8540,24.8519,81.2916,35.0427,27.759,8.6287
8550,24.0764,81.3155,35.0336,27.7478,8.6488
8560,24.3137,81.2726,35.0366,27.752,8.6485
8570,24.6619,81.2767,35.0086,27.7257,8.6289
8580,24.0107,81.2818,35.0153,27.7327,11.0556
8590,28.2305,81.4887,35.0158,27.7337,11.0498
8600,29.4537,81.6007,35.016,27.7338,11.0498
8610,27.1624,81.6215,35.001,27.7219,11.0464
8620,27.3925,81.8478,35.0073,27.7292,11.0725
8630,27.9707,82.1185,34.9946,27.7178,11.0677
8640,28.5756,82.2693,34.9979,27.7213,10.6904
8650,31.1441,82.2053,34.9876,27.7172,10.6912
8660,31.0841,82.3634,34.9852,27.7125,10.6692
8670,33.8084,82.0944,35.0008,27.727,10.7161
8680,29.1286,81.9665,34.9815,27.7019,10.7272
8690,26.6629,81.7968,34.9385,27.6604,10.7177
8700,25.662,81.7534,34.935,27.6569,9.5863
8710,29.0373,81.7042,34.9484,27.6645,9.5904
8720,25.5119,81.5684,34.9476,27.6659,9.6075
8730,24.8963,81.6515,34.9671,27.6789,9.6182
8740,25.5035,81.6615,34.9626,27.6801,9.6119
8750,25.7707,81.6669,34.9699,27.6854,9.6194
8760,25.3565,81.7782,34.9702,27.6871,6.6473
8770,28.9842,81.8728,34.9671,27.6859,6.6922
8780,28.0465,81.904,34.9693,27.68,6.7212
8790,27.505,82.1355,34.9605,27.6708,6.7198
8800,28.5382,82.2639,34.9523,27.6641,6.7114
8810,28.0903,82.5831,34.9793,27.7013,6.7645
8820,27.8002,82.7883,34.9951,27.7038,5.7066
8830,30.2337,82.6735,35.0059,27.714,5.7322
8840,28.2919,82.4703,35.0357,27.7445,5.7448
8850,26.5347,82.3144,35.0357,27.7428,5.7199
8860,26.2703,82.175,35.0407,27.7457,5.7226
8870,25.9884,82.1119,35.0368,27.7438,5.7188
8880,26.401,81.9284,34.9982,27.7077,5.8147
8890,28.799,81.7611,35.049,27.7588,5.8574
8900,26.6467,81.6858,35.0388,27.7578,5.8552
8910,25.4179,81.657,35.0378,27.7552,5.8562
8920,24.1496,81.3244,35.0435,27.7608,5.8723
8930,24.8411,81.0657,35.03,27.75,5.8576
8940,22.31,80.8518,35.0601,27.7753,4.8092
8950,24.3896,80.8198,35.0338,27.7577,4.8085
8960,24.2552,80.7644,35.0378,27.7611,4.816
8970,22.7764,80.6668,35.054,27.7726,4.8053
8980,25.0453,80.8967,35.0674,27.7883,4.8105
8990,26.5662,81.0498,35.0965,27.8077,4.7906
9000,26.5948,81.2227,35.09,27.8075,4.5387
9010,32.7585,81.2244,35.0585,27.7852,4.5264
9020,29.8008,81.3662,35.0624,27.7861,4.5287
9030,29.6734,81.2882,35.0434,27.7696,4.5317
9040,29.7739,81.2829,35.0497,27.7828,4.5327
9050,32.6728,81.4927,35.0483,27.7768,4.5314
9060,33.3172,81.5658,35.0507,27.7799,4.6494
9070,36.425,81.6764,35.0083,27.7199,4.4069
9080,32.991,81.5805,34.9947,27.7229,4.4647
9090,34.3122,81.8923,34.992,27.7193,4.4665
9100,34.6207,81.4611,35.0152,27.7356,4.4739
9110,36.7302,81.4603,35.0097,27.7331,4.4707
9120,36.1551,81.4886,35.0439,27.7581,4.5844
9130,35.3783,81.4798,35.0137,27.7361,4.5759
9140,34.7564,81.4636,35.0137,27.7374,4.5823
9150,33.4932,81.5172,35.0143,27.7378,4.5785
9160,31.0168,81.5983,35.0217,27.7423,4.5788
9170,30.8155,81.6282,35.0089,27.7285,4.5842
9180,29.9148,81.5579,35.0414,27.7535,4.5769
9190,30.7724,81.3517,35.0491,27.7734,4.7617
9200,28.8668,81.3563,35.1303,27.8385,4.7239
9210,28.3518,81.3144,35.1158,27.8286,4.7222
9220,28.7013,81.265,35.1198,27.8332,4.724
9230,30.6686,81.3764,35.1307,27.8405,4.7241
9240,28.1956,81.3366,35.1292,27.8397,4.5587
9250,29.6165,81.3242,35.1313,27.8422,4.558
9260,26.504,81.1998,35.1132,27.827,4.5574
9270,26.8489,81.232,35.1182,27.8356,4.5635
9280,28.5817,81.3061,35.1119,27.8282,4.5682
9290,29.2822,81.3968,35.1138,27.8263,4.5607
9300,27.2753,81.4204,35.1293,27.8306,4.5149
9310,30.1237,81.4441,35.1279,27.8343,4.509
9320,28.6072,81.7111,35.1509,27.8495,4.4896
9330,28.6469,81.705,35.1487,27.8453,4.5105
9340,28.772,81.793,35.1503,27.8464,4.5095
9350,28.446,81.7776,35.1457,27.8378,4.5277
9360,27.4816,81.7283,35.1034,27.7929,5.0063
9370,30.3135,81.7766,35.0919,27.7829,4.9262
9380,28.9134,81.6898,35.1526,27.8316,4.9534
9390,26.546,81.1884,35.1235,27.8088,4.9483
9400,24.5126,81.157,35.1347,27.819,4.9562
9410,25.0195,80.8219,35.1131,27.7963,4.9703
9420,23.6106,80.7109,35.1266,27.8177,4.9459
9430,25.0162,80.7358,35.1376,27.8214,4.9354
9440,25.7862,80.6683,35.1306,27.8147,4.9354
9450,24.9363,80.8193,35.123,27.8128,4.943
9460,25.7609,81.2005,35.1684,27.8391,4.8649
9470,26.3735,81.2676,35.1376,27.8154,4.8967
9480,25.6109,81.1213,35.1088,27.8071,4.3604
9490,28.0066,81.1885,35.1944,27.8675,4.3634
9500,24.5497,81.1049,35.1826,27.8599,4.3515
9510,27.0804,81.0852,35.1761,27.8563,4.3657
9520,27.8143,81.1752,35.1737,27.849,4.3661
9530,27.421,81.1321,35.172,27.8507,4.3565
9540,29.1079,81.2434,35.1563,27.833,4.2899
9550,29.8382,80.9342,35.1486,27.8313,4.2854
9560,26.7311,80.7403,35.1685,27.8473,4.2917
9570,27.4757,81.0958,35.1571,27.8349,4.2877
9580,27.0774,81.3023,35.1578,27.8355,4.2896
9590,24.8173,81.3151,35.1489,27.827,4.2901
9600,25.5985,81.4256,35.1701,27.843,6.9151
9610,29.6132,81.4796,35.198,27.8683,6.9321
9620,26.3247,81.3256,35.1794,27.8496,6.9208
9630,28.3424,81.2115,35.2177,27.8776,6.9344
9640,27.3793,81.2592,35.2123,27.8759,6.9358
9650,26.5642,81.1314,35.1982,27.8659,6.9305
9660,24.0871,80.8996,35.1757,27.8461,4.458
9670,25.4092,80.8175,35.1913,27.8645,4.4693
9680,23.9511,80.8007,35.1883,27.8623,4.4662
9690,23.9751,80.828,35.1878,27.8627,4.4671
9700,23.8189,80.8995,35.1866,27.8609,4.4604
9710,25.0537,81.0182,35.1812,27.8562,4.4607
9720,24.0904,81.1135,35.1788,27.8552,4.5762
9730,25.9942,81.1943,35.1852,27.862,4.5759
9740,24.3327,81.0576,35.1831,27.853,4.5805
9750,24.9725,81.0253,35.1818,27.858,4.5775
9760,23.7323,80.8991,35.1933,27.8688,4.5803
9770,23.7988,81.0463,35.1932,27.8683,4.5817
9780,24.0291,81.1909,35.2114,27.8908,4.5614
9790,24.5308,81.0987,35.1825,27.862,4.5697
9800,23.3871,81.3216,35.2189,27.8916,4.5934
9810,25.0916,81.3928,35.2134,27.8879,4.5657
9820,27.471,81.6738,35.2183,27.8905,4.5652
9830,27.0154,81.923,35.2422,27.9097,4.5668
9840,25.7998,81.8861,35.2096,27.884,4.0718
9850,26.5956,81.8762,35.2098,27.8841,4.0718
9860,24.7752,81.9543,35.2087,27.8845,4.0742
9870,27.4353,81.8801,35.2127,27.8824,4.1
9880,24.8922,81.8827,35.231,27.8961,4.1055
9890,23.3516,81.7244,35.2221,27.8888,4.0958
9900,25.4784,81.7803,35.1821,27.8423,4.7767
9910,32.4588,82.0293,35.1938,27.8588,4.7711
9920,27.6794,82.2136,35.2433,27.8979,4.7818
9930,26.5266,82.2182,35.2222,27.8918,4.7854
9940,26.3654,82.0057,35.2052,27.8651,4.7798
9950,25.0377,81.759,35.2286,27.8867,4.7771
9960,24.7049,81.4922,35.243,27.9029,4.4528
9970,27.1228,81.3793,35.226,27.8842,4.4487
9980,24.8123,81.2408,35.2645,27.9233,4.4485
9990,22.4739,81.1007,35.253,27.9097,4.4614
10000,21.196,80.9838,35.2971,27.9392,4.4488
10010,21.1527,81.0285,35.2473,27.8989,4.4667
10020,21.6081,80.6514,35.2383,27.9091,4.2942
10030,23.7276,80.721,35.2442,27.915,4.2986
10040,21.1734,80.6481,35.238,27.91,4.2952
10050,21.7614,80.7753,35.2442,27.9192,4.2962
10060,21.2224,80.5176,35.2376,27.9149,4.2912
10070,20.1382,80.4776,35.2417,27.9193,4.2624
10080,20.8402,80.5002,35.2306,27.9095,3.8789
10090,24.647,80.5855,35.2084,27.884,3.8895
10100,25.0885,80.6098,35.2283,27.9059,3.8802
10110,23.7407,80.442,35.2326,27.9086,3.882
