Time,cpu_util_percent,mem_util_percent,net_in,net_out,disk_usage_percent
267660,34.9231,87.1643,39.323,31.1605,6.5336
267670,36.5868,87.2359,39.323,31.1571,6.5354
267680,35.7759,87.4364,39.3299,31.1643,6.52
267690,36.617,87.5226,39.3563,31.1838,6.5428
267700,32.7029,87.0682,39.3236,31.1614,6.5335
267710,30.2749,86.619,39.3222,31.1588,6.5323
267720,29.2846,86.3921,39.351,31.1848,6.3128
267730,31.4284,86.5656,39.3148,31.154,6.2966
267740,29.8237,86.4598,39.325,31.1619,6.2979
267750,30.8645,86.3504,39.3251,31.1621,6.2979
267760,31.0418,86.1469,39.3154,31.1545,6.2966
267770,30.1469,86.2771,39.2919,31.1343,6.3034
267780,31.5046,86.5275,39.3208,31.1583,5.2442
267790,34.9638,86.6736,39.3193,31.1581,5.2451
267800,33.6692,86.6553,39.3146,31.1516,5.2262
267810,30.9289,86.5651,39.3213,31.1588,5.2436
267820,31.6496,86.5172,39.3233,31.1595,5.2416
267830,30.0113,86.4105,39.3287,31.1655,5.2496
267840,30.2744,86.2002,39.3162,31.1541,4.6703
267850,31.2906,86.1427,39.3163,31.1542,4.6703
267860,30.4636,85.8537,39.3047,31.1421,4.6494
267870,32.9638,85.8095,39.3134,31.1496,4.6711
267880,31.8039,85.7227,39.3123,31.1495,4.6703
267890,30.3007,85.727,39.3151,31.1511,4.6673
267900,29.7472,85.5704,39.3106,31.148,4.7597
267910,35.3487,85.5899,39.3127,31.1486,4.7604
267920,30.4476,85.3055,39.3083,31.1442,4.7594
267930,28.8581,85.1823,39.3176,31.1538,4.7603
267940,29.4022,85.1974,39.3096,31.1459,4.7588
267950,29.3677,85.2183,39.3126,31.1515,4.7605
267960,29.4836,85.3308,39.318,31.1577,5.6266
267970,33.8667,85.4282,39.3161,31.156,5.6281
267980,32.7826,85.308,39.3197,31.1587,5.6267
267990,30.1912,85.2838,39.2952,31.1394,5.6125
268000,29.8064,85.3722,39.3186,31.1559,5.6273
268010,33.5616,85.6321,39.32,31.1609,5.6281
268020,31.9091,85.7477,39.3288,31.1629,8.1037
268030,34.8201,86.1502,39.3183,31.1777,8.1135
268040,34.7788,86.3511,39.3338,31.1693,8.102
268050,36.4547,86.284,39.3302,31.167,8.1016
268060,36.694,86.2229,39.3367,31.1727,8.1018
268070,36.0693,86.185,39.3387,31.1741,8.1012
268080,36.1453,86.0032,39.3248,31.161,7.5514
268090,38.1162,85.9895,39.3399,31.1747,7.5554
268100,37.1296,86.0774,39.3704,31.1932,7.5579
268110,38.4844,86.1055,39.3244,31.161,7.5504
268120,38.7143,86.225,39.3321,31.1686,7.5546
268130,39.0416,86.442,39.3279,31.164,7.5547
268140,37.0648,86.5258,39.3235,31.1564,4.9497
268150,38.7135,86.5301,39.3239,31.1605,4.976
268160,36.244,86.4074,39.3293,31.165,4.9711
268170,35.5922,86.4345,39.327,31.1589,4.974
268180,34.868,86.2607,39.3332,31.1697,4.9748
268190,34.7264,86.2479,39.3319,31.1672,4.9728
268200,34.5673,86.3485,39.3281,31.1626,4.93
268210,39.2145,86.3094,39.3318,31.1679,4.9359
268220,35.7998,86.2277,39.3321,31.1654,4.9276
268230,35.5829,86.2002,39.3397,31.1733,4.9154
268240,36.0695,86.2527,39.329,31.1658,4.9307
268250,36.2941,86.3126,39.3443,31.1774,4.9332
268260,36.7189,86.4668,39.3563,31.181,5.2216
268270,38.8404,86.5435,39.3299,31.1631,5.2235
268280,36.5295,86.6548,39.3416,31.1739,5.2209
268290,33.2557,86.4663,39.3252,31.1622,5.2183
268300,30.9365,86.527,39.3316,31.166,5.22
268310,31.0389,86.5737,39.332,31.167,5.2218
268320,30.3185,86.523,39.307,31.1468,4.5694
268330,32.0282,86.691,39.3346,31.1688,4.5686
268340,33.869,87.061,39.3312,31.1659,4.5688
268350,32.6336,87.2366,39.3324,31.1672,4.5686
268360,30.2704,87.1655,39.3296,31.1649,4.5695
268370,30.7776,87.2767,39.3327,31.1675,4.5686
268380,29.6407,87.2624,39.33,31.1639,6.1403
268390,31.5842,87.1443,39.3349,31.1662,6.1378
268400,28.7473,86.9135,39.3331,31.1676,6.1383
268410,28.4049,86.9105,39.3706,31.1965,6.1523
268420,28.815,86.8645,39.3354,31.1699,6.1389
268430,30.0157,86.8373,39.3258,31.1549,6.1277
268440,28.1796,86.7863,39.3247,31.1531,5.9632
268450,31.25,86.854,39.3042,31.1351,5.9583
268460,29.4611,86.9665,39.2986,31.1322,5.963
268470,29.2844,87.0375,39.2982,31.1314,5.9633
268480,30.1545,87.0569,39.296,31.1294,5.962
268490,33.8064,87.4232,39.2985,31.1316,5.9633
268500,31.8409,87.3573,39.3533,31.1897,5.2646
268510,35.7882,87.3857,39.3453,31.1776,5.2799
268520,33.0082,87.4044,39.3462,31.1797,5.2802
268530,33.0289,87.3882,39.3354,31.169,5.278
268540,32.8227,87.5929,39.3381,31.173,5.2785
268550,33.2664,87.9723,39.3372,31.1709,5.2773
268560,32.559,88.0752,39.3253,31.1604,4.7474
268570,35.5262,88.4127,39.3226,31.1602,4.7476
268580,36.0344,89.0528,39.3287,31.1665,4.7486
268590,39.2939,89.7228,39.3355,31.1704,4.7493
268600,38.4924,89.9208,39.3269,31.1625,4.7476
268610,36.8706,90.2273,39.3263,31.1639,4.7478
268620,37.3331,90.3086,39.3344,31.1691,4.9304
268630,38.0235,90.2914,39.3356,31.1633,4.9094
268640,35.8485,90.3162,39.3303,31.1645,4.9295
268650,35.0846,89.7325,39.3369,31.1685,4.9276
268660,33.6431,89.2951,39.344,31.1768,4.9279
268670,31.8597,89.1064,39.3439,31.1767,4.93
268680,31.001,88.9736,39.3281,31.1629,4.5838
268690,32.7066,88.9833,39.3308,31.1647,4.5835
268700,30.8108,88.5733,39.3324,31.1669,4.5843
268710,31.5671,88.5696,39.3327,31.167,4.5843
268720,30.3418,88.4937,39.3329,31.1672,4.5843
268730,29.5772,88.4772,39.3293,31.167,4.5867
268740,28.6311,88.5004,39.3335,31.1667,4.5497
268750,32.0457,88.5289,39.3237,31.163,4.5612
268760,28.4485,88.423,39.3501,31.1812,4.552
268770,28.7435,88.3403,39.3291,31.166,4.5614
268780,28.7269,88.208,39.3311,31.1658,4.5521
268790,29.1735,88.2016,39.3302,31.1641,4.5516
268800,29.5684,88.0407,39.321,31.158,4.2382
268810,33.74,87.92,39.3367,31.1717,4.2291
268820,30.1136,87.7488,39.3459,31.1729,4.2442
268830,32.6141,87.6896,39.3357,31.1699,4.2364
268840,32.8369,87.612,39.3354,31.1697,4.2364
268850,30.2901,87.4002,39.335,31.1693,4.2367
268860,29.9136,87.2957,39.3201,31.1508,4.5509
268870,31.1024,87.0458,39.3335,31.168,4.5519
268880,28.5688,86.8774,39.3395,31.1719,4.5553
268890,30.1372,86.885,39.3355,31.1723,4.555
268900,29.3244,86.6841,39.3334,31.1683,4.5526
268910,28.2126,86.3629,39.3313,31.1658,4.5538
268920,27.5963,86.0444,39.3408,31.1739,4.0564
268930,27.2697,85.7079,39.3431,31.1759,4.0556
268940,26.3614,85.5573,39.3463,31.1811,4.0581
268950,25.6836,85.3695,39.3551,31.1849,4.0556
268960,24.8656,85.1351,39.344,31.1776,4.0563
268970,24.4517,85.0127,39.3438,31.1772,4.0564
268980,24.6451,85.0638,39.3479,31.1817,4.6793
268990,27.129,85.216,39.3418,31.175,4.6665
269000,25.6878,85.2299,39.3515,31.1822,4.6761
269010,25.6991,85.3418,39.3511,31.1832,4.6789
269020,26.9873,85.2998,39.3535,31.1832,4.6788
269030,27.0067,85.0703,39.3471,31.1795,4.677
269040,27.1367,84.8481,39.3505,31.1777,4.8822
269050,27.0027,84.754,39.3515,31.1869,4.8881
269060,25.5227,84.7678,39.3454,31.1768,4.8832
269070,26.6904,84.7791,39.3503,31.1805,4.8843
269080,27.5272,84.8185,39.3496,31.179,4.883
269090,27.8322,84.8342,39.3453,31.1743,4.8828
269100,29.6745,84.6575,39.3466,31.1771,5.3686
269110,33.2042,84.5797,39.3468,31.1773,5.3683
269120,32.4774,84.8226,39.35,31.1815,5.3626
269130,33.8128,84.9449,39.3449,31.1746,5.3676
269140,34.8671,85.0,39.3466,31.1776,5.369
269150,35.4382,85.1477,39.3507,31.1828,5.3706
269160,36.0108,85.1236,39.3393,31.1728,7.485
269170,36.7113,85.0874,39.3475,31.178,7.4752
269180,32.8286,84.8862,39.3476,31.1782,7.4752
269190,32.6422,85.0207,39.3441,31.1742,7.4757
269200,32.4849,84.8705,39.348,31.1784,7.4752
269210,31.4062,84.9011,39.357,31.185,7.4767
269220,29.7272,84.9242,39.3606,31.1899,5.8127
269230,32.2511,84.8161,39.348,31.1791,5.8097
269240,29.0267,84.6756,39.3587,31.1879,5.8117
269250,29.1599,84.5473,39.3453,31.1764,5.8104
269260,30.2131,84.4975,39.3489,31.179,5.8095
269270,29.5869,84.4144,39.3561,31.1806,5.8135
269280,28.8884,84.2188,39.3485,31.1792,5.0252
269290,28.0393,83.9565,39.3617,31.1859,5.031
269300,25.7711,83.8642,39.3424,31.1749,5.0111
269310,25.1123,83.8074,39.3393,31.1737,5.0253
269320,25.3083,83.8827,39.3466,31.1784,5.0262
269330,24.3066,83.7829,39.3492,31.1797,5.0257
269340,23.3199,83.6726,39.3604,31.1822,3.8285
269350,24.6622,83.695,39.3536,31.1804,3.8322
269360,23.9556,83.8322,39.3489,31.1786,3.8462
269370,24.2993,83.8642,39.3484,31.1775,3.8455
269380,24.3947,83.8998,39.3521,31.1805,3.8519
269390,23.2453,83.8912,39.3496,31.1783,3.8456
269400,22.3689,83.7157,39.353,31.1856,3.6141
269410,27.6526,83.7538,39.363,31.188,3.6118
269420,22.6374,83.6743,39.3527,31.1816,3.608
269430,22.8358,83.6928,39.3508,31.1798,3.6051
269440,23.5268,83.5679,39.359,31.1867,3.6076
269450,23.5065,83.4526,39.3656,31.1918,3.607
269460,25.3302,83.58,39.3482,31.1773,4.4697
269470,25.5594,83.5623,39.3509,31.1812,4.4703
269480,23.3411,83.5409,39.3556,31.1839,4.4701
269490,22.8031,83.4713,39.3503,31.1801,4.4688
269500,24.1425,83.3804,39.3504,31.1807,4.4704
269510,21.9322,83.1557,39.336,31.167,4.4743
269520,22.2249,83.2618,39.3376,31.1666,4.0501
269530,25.0037,83.353,39.3417,31.1737,4.0504
269540,23.9407,83.4495,39.338,31.1678,4.0484
269550,24.8918,83.3712,39.3396,31.1693,4.0481
269560,21.4518,83.3097,39.3404,31.1703,4.0478
269570,22.0812,83.228,39.3408,31.17,4.0486
269580,20.4269,83.0781,39.3501,31.1792,5.087
269590,22.9724,83.0366,39.353,31.1815,5.0859
269600,24.2772,83.2354,39.3539,31.1834,5.085
269610,24.3999,83.7803,39.3536,31.1826,5.0869
269620,23.7177,84.1508,39.3566,31.1841,5.087
269630,25.1356,84.2478,39.3581,31.1847,5.0845
269640,25.2121,84.1447,39.3499,31.1783,3.9144
269650,26.913,84.1428,39.3511,31.1775,3.9113
269660,23.0894,84.2362,39.3528,31.18,3.9141
269670,24.1827,84.426,39.373,31.1998,3.9216
269680,24.9443,84.5195,39.3484,31.1862,3.9227
269690,24.116,84.6087,39.3403,31.1663,3.915
269700,23.2146,84.7062,39.3461,31.1764,3.7886
269710,27.0193,84.7757,39.349,31.1717,3.7877
269720,25.1381,84.9285,39.3449,31.1756,3.7889
269730,24.6612,85.1311,39.3746,31.1971,3.7949
269740,25.4788,85.1784,39.3473,31.1788,3.7897
269750,24.467,85.1073,39.3467,31.1768,3.7886
269760,24.4946,85.0105,39.344,31.1762,4.4789
269770,26.0822,84.93,39.3475,31.1789,4.4776
269780,23.5389,84.7384,39.3495,31.1828,4.4773
269790,23.1434,84.5208,39.3453,31.1766,4.4774
269800,23.3644,84.4185,39.357,31.1861,4.4796
269810,23.0239,84.3806,39.3595,31.1888,4.4799
269820,24.4723,84.3505,39.3392,31.1696,3.863
269830,30.5016,84.3593,39.3457,31.1756,3.8639
269840,29.9736,84.5968,39.342,31.1733,3.8643
269850,28.3625,84.6589,39.3435,31.1761,3.8652
269860,28.4748,84.7459,39.3446,31.174,3.8611
269870,27.415,84.7369,39.3364,31.1682,3.8752
269880,27.2051,84.9335,39.3543,31.1821,4.6238
269890,28.7678,85.1781,39.3563,31.1879,4.619
269900,26.0907,85.1199,39.3627,31.1913,4.6118
269910,26.509,85.0858,39.3443,31.1741,4.6171
269920,27.8981,84.9517,39.362,31.1882,4.6145
269930,26.3343,84.8627,39.3668,31.192,4.6143
269940,24.7239,84.8363,39.3577,31.1858,4.5627
269950,25.8097,84.8528,39.355,31.1834,4.562
269960,24.1949,84.8804,39.3636,31.1932,4.5743
269970,24.0787,84.8719,39.3584,31.185,4.5634
269980,24.0137,84.8073,39.3579,31.1855,4.5627
269990,23.3114,84.8353,39.354,31.179,4.5625
270000,24.4034,85.0359,39.3536,31.1835,4.1944
270010,28.2647,85.1537,39.3716,31.1971,4.2184
270020,25.8796,84.9797,39.3621,31.1884,4.2161
270030,26.5281,84.9905,39.3569,31.1885,4.2189
270040,29.1033,85.5201,39.3596,31.1857,4.2136
270050,31.0189,86.018,39.3559,31.184,4.2104
270060,35.303,86.6534,39.3529,31.1731,4.2962
270070,35.0217,86.7499,39.3695,31.1942,4.292
270080,31.7367,86.8413,39.3698,31.1943,4.292
270090,31.0209,86.9537,39.3604,31.1866,4.2909
270100,31.1417,86.9036,39.3607,31.1867,4.2909
270110,31.1064,86.8106,39.3667,31.1931,4.2926
270120,31.5706,86.7691,39.3612,31.1874,4.193
270130,32.4613,86.594,39.3606,31.1858,4.1923
270140,30.3528,86.3753,39.3605,31.188,4.1953
270150,30.8428,86.3204,39.3612,31.1865,4.1926
270160,29.8703,86.5152,39.3622,31.1874,4.1925
270170,29.5012,86.4462,39.3625,31.1876,4.1925
270180,29.1909,86.4817,39.3617,31.1881,7.7924
270190,30.7429,86.3589,39.3663,31.1887,7.7944
270200,28.7746,86.3324,39.3586,31.1839,7.7918
270210,27.4506,86.0448,39.3797,31.1983,7.7832
270220,28.3872,85.8874,39.3617,31.1873,7.7924
270230,27.2849,85.6396,39.3469,31.1783,7.8004
270240,27.5889,85.8114,39.35,31.1852,10.2613
270250,30.725,85.921,39.3584,31.1836,10.2476
270260,30.2831,86.2069,39.3546,31.1808,10.2473
270270,32.7089,86.4211,39.3632,31.1875,10.2487
270280,34.5853,86.6932,39.3649,31.1891,10.2513
270290,35.3316,86.902,39.3596,31.1853,10.2496
270300,34.7582,87.0344,39.3478,31.1685,5.9306
270310,39.6363,87.1797,39.3852,31.2067,5.9515
270320,37.2993,87.4002,39.3589,31.1827,5.9479
270330,35.8767,87.5275,39.3661,31.1895,5.9472
270340,35.4955,87.6772,39.3663,31.191,5.9452
270350,35.1863,87.5681,39.3645,31.1881,5.9481
270360,33.5421,87.3617,39.3679,31.1901,6.0548
270370,33.8989,87.1646,39.3676,31.1897,6.0543
270380,31.7989,87.1513,39.3704,31.1932,6.0558
270390,33.0865,87.3171,39.3645,31.1876,6.0553
270400,32.8814,87.3002,39.3683,31.1919,6.0553
270410,32.4297,87.3975,39.3605,31.182,6.0511
270420,32.6078,87.6196,39.4017,31.2126,6.3586
270430,34.2872,87.6861,39.3683,31.1893,6.3558
270440,32.8014,87.8281,39.3601,31.1836,6.3523
270450,31.6976,87.9427,39.3615,31.1858,6.3533
270460,33.1846,88.3641,39.3665,31.1897,6.3546
270470,36.3536,88.9419,39.3758,31.1963,6.3554
270480,37.0516,89.6064,39.3739,31.195,6.7723
270490,39.1194,90.0953,39.353,31.1818,6.7745
270500,38.3198,90.1777,39.3656,31.1867,6.7727
270510,39.1902,90.1693,39.3676,31.1863,6.7719
270520,40.7974,90.2592,39.3676,31.1888,6.7732
270530,40.1795,90.4604,39.3753,31.1935,6.7729
270540,39.3412,90.5817,39.3791,31.1948,9.9301
270550,39.8606,90.7899,39.3622,31.1815,9.9313
270560,37.9281,90.7877,39.3555,31.1801,9.918
270570,39.0336,90.5657,39.368,31.1911,9.9333
270580,38.098,90.2291,39.3937,31.2085,9.9287
270590,35.9965,89.9434,39.3746,31.1944,9.9304
270600,36.2643,89.8175,39.3896,31.2004,11.3746
270610,37.9297,89.402,39.3707,31.1899,11.3621
270620,33.5365,89.1298,39.3706,31.1877,11.3608
270630,33.883,89.4837,39.3758,31.1909,11.3656
270640,32.5927,89.6898,39.3901,31.2052,11.3646
270650,32.8906,89.8903,39.3712,31.1879,11.3607
270660,33.3623,90.3715,39.3978,31.2089,10.1979
270670,36.2527,90.799,39.3719,31.1881,10.1806
270680,37.0434,91.1896,39.3729,31.1895,10.1832
270690,37.0897,91.3005,39.3834,31.2003,10.1861
270700,35.8892,91.3582,39.3862,31.2036,10.1901
270710,35.9988,91.4058,39.3734,31.1923,10.164
270720,35.9753,91.353,39.3553,31.1775,7.9222
270730,37.536,91.3157,39.3648,31.1858,7.9223
270740,36.9868,91.3389,39.3673,31.1875,7.9246
270750,36.7572,91.1481,39.3639,31.1847,7.9005
270760,36.6194,90.9915,39.362,31.1821,7.9262
270770,36.3658,90.8981,39.3677,31.1882,7.9252
270780,36.994,90.8468,39.3896,31.204,6.4139
270790,38.6813,90.9085,39.389,31.2003,6.4134
270800,37.7557,90.9257,39.3752,31.1896,6.4073
270810,36.8713,90.6683,39.3783,31.1951,6.4124
270820,37.9738,90.7173,39.3792,31.1963,6.4183
270830,37.3539,90.7208,39.3786,31.1956,6.4125
270840,36.0951,90.6483,39.3929,31.2071,6.0761
270850,36.8372,90.4036,39.3793,31.1956,6.0717
270860,34.9114,90.2948,39.3796,31.1957,6.0717
270870,34.1418,90.0254,39.3828,31.1968,6.0728
270880,35.2702,89.9588,39.3807,31.1944,6.0567
270890,36.6953,89.8034,39.3849,31.1998,6.0712
270900,36.2462,89.8384,39.3875,31.2005,5.3063
270910,40.1172,89.916,39.3729,31.1899,5.3052
270920,36.9479,89.649,39.3687,31.1839,5.3034
270930,37.2823,89.5092,39.3627,31.1842,5.3104
270940,37.6872,89.1559,39.3663,31.1853,5.3058
270950,38.3813,89.037,39.3506,31.1648,5.3017
270960,37.4168,89.2853,39.3937,31.2057,8.012
270970,38.6701,89.3551,39.3825,31.1983,8.0105
270980,36.8147,89.1978,39.3822,31.1956,8.0105
270990,35.4778,89.1594,39.3806,31.194,7.9903
271000,35.354,89.0728,39.3798,31.1942,8.0105
271010,36.6921,89.0541,39.3864,31.1979,8.0152
271020,37.5295,89.0302,39.3793,31.193,10.6315
271030,38.3306,89.0567,39.3937,31.2068,10.6429
271040,36.0112,88.926,39.3826,31.1968,10.6353
271050,38.5226,88.8957,39.3834,31.1996,10.6353
271060,37.5308,88.9566,39.3822,31.1961,10.6353
271070,37.5903,88.8593,39.3718,31.18,10.6527
271080,39.6529,89.0239,39.3914,31.205,12.0808
271090,40.9673,89.0857,39.3886,31.2014,12.0792
271100,37.9995,89.016,39.3892,31.2046,12.0662
271110,39.2293,89.0513,39.3922,31.2031,12.0763
271120,39.3201,89.1729,39.3868,31.2001,12.0765
271130,38.9153,89.2644,39.3883,31.195,12.083
271140,39.1573,89.5485,39.3812,31.1947,11.7646
271150,40.1445,89.7318,39.3786,31.1928,11.7609
271160,38.3483,89.632,39.383,31.2029,11.7747
271170,37.3635,89.6911,39.3775,31.1906,11.7608
271180,36.4913,89.6968,39.3748,31.19,11.7623
271190,35.8933,89.8629,39.3792,31.1938,11.7635
271200,36.2046,89.9601,39.3762,31.1924,11.7869
271210,40.278,90.0721,39.3777,31.1925,11.7946
271220,35.9491,89.9621,39.3777,31.1933,11.7879
271230,35.7782,89.9766,39.3901,31.2008,11.7925
271240,37.3619,89.8695,39.3771,31.1908,11.7916
271250,40.7191,89.6952,39.3811,31.1946,11.7919
271260,40.1268,89.5096,39.3551,31.1651,10.6827
271270,39.8117,89.4948,39.3499,31.1634,10.6832
271280,34.9767,89.5714,39.3538,31.1663,10.685
271290,33.044,89.7844,39.3453,31.1555,10.62
271300,33.1288,89.9266,39.3455,31.1573,10.6786
271310,32.6849,90.0156,39.3546,31.1632,10.6539
271320,31.2627,89.878,39.3829,31.1955,8.5854
271330,32.9089,89.7136,39.3826,31.1961,8.5883
271340,30.4549,89.4126,39.3818,31.1931,8.585
271350,31.1567,89.3489,39.3822,31.1946,8.5863
271360,33.0717,89.3105,39.3838,31.1959,8.5854
271370,35.9669,89.3674,39.3835,31.1958,8.5858
271380,36.8318,89.4235,39.3947,31.2055,9.9519
271390,37.9507,89.1764,39.3814,31.189,9.9492
271400,36.7473,88.9935,39.3863,31.1967,9.9481
271410,35.8282,88.8626,39.3855,31.1974,9.9475
271420,35.2502,88.8743,39.3857,31.1975,9.9475
271430,33.9407,88.7347,39.3854,31.1967,9.9472
271440,33.9512,88.8396,39.4061,31.2145,9.8528
271450,36.292,88.857,39.3844,31.1972,9.8575
271460,35.2975,89.0118,39.3852,31.1953,9.8281
271470,36.7832,89.0813,39.3914,31.2007,9.8546
271480,36.3048,89.0695,39.3846,31.1967,9.8495
271490,33.5981,88.9197,39.3859,31.1973,9.8579
271500,32.7369,88.9476,39.3711,31.1867,11.2165
271510,37.7682,89.3874,39.3877,31.1988,11.2074
271520,37.5814,89.6564,39.3874,31.1989,11.2064
271530,37.2861,89.4757,39.3834,31.194,11.2061
271540,36.1946,89.1988,39.3961,31.2058,11.2108
271550,35.0916,88.9256,39.3888,31.1993,11.2074
271560,34.3944,88.8943,39.4073,31.2138,8.4398
271570,34.9561,88.7388,39.3994,31.2086,8.4363
271580,33.8435,88.5917,39.395,31.2038,8.4389
271590,35.393,88.6453,39.3975,31.2051,8.4361
271600,38.5156,88.6506,39.3979,31.2052,8.4361
271610,38.5001,88.6326,39.3983,31.2053,8.4361
271620,37.3806,88.597,39.3856,31.1945,7.1775
271630,37.9105,88.5776,39.397,31.2024,7.1817
271640,37.5932,88.6124,39.398,31.2029,7.1834
271650,37.0556,88.5847,39.4076,31.2167,7.1968
271660,35.4667,88.6863,39.3999,31.2045,7.1844
271670,35.5654,88.8309,39.4,31.2088,7.1821
271680,35.8039,89.1764,39.4121,31.207,5.5848
271690,36.8472,89.2183,39.4007,31.2061,5.6114
271700,34.9528,89.1756,39.4028,31.2107,5.6128
271710,35.1654,89.2469,39.4063,31.2115,5.6131
271720,34.9602,89.4119,39.4031,31.2076,5.6123
271730,34.2467,89.4595,39.4,31.2062,5.6144
271740,34.9078,89.4272,39.4141,31.2131,7.1998
271750,36.633,89.385,39.4035,31.2076,7.2267
271760,35.1575,89.2726,39.4097,31.2141,7.2177
271770,33.8772,89.1696,39.403,31.2062,7.211
271780,32.8807,89.0217,39.4021,31.205,7.2115
271790,32.465,88.9532,39.4027,31.2061,7.2131
271800,32.5381,88.8337,39.3972,31.197,6.3758
271810,35.8554,88.9506,39.404,31.2077,6.3919
271820,33.7314,89.0311,39.4057,31.2089,6.3919
271830,33.0227,89.0297,39.4052,31.2079,6.3925
271840,34.2537,89.1727,39.4073,31.2091,6.394
271850,34.3616,89.4229,39.4061,31.2073,6.3915
271860,33.7225,89.477,39.4049,31.2094,6.9389
271870,34.4639,89.3195,39.381,31.1852,6.9455
271880,33.5494,89.4524,39.4077,31.2104,6.9389
271890,34.563,89.6301,39.4245,31.2261,6.9589
271900,35.0274,89.7917,39.4079,31.2092,6.9362
271910,35.4376,89.9793,39.409,31.2104,6.9375
271920,35.4036,90.3164,39.4071,31.2078,8.8719
271930,39.2679,90.8671,39.4011,31.204,8.8982
271940,40.8306,91.0947,39.4004,31.2041,8.8974
271950,37.4448,91.3431,39.4018,31.2059,8.9008
271960,35.9541,91.3235,39.3986,31.2019,8.8745
271970,35.2575,91.2063,39.4064,31.2067,8.913
271980,36.1717,90.9923,39.3995,31.2015,7.176
271990,38.2886,90.7104,39.4003,31.2027,7.1677
272000,38.3432,90.6486,39.4066,31.2056,7.1725
272010,37.0117,90.446,39.4111,31.2125,7.174
272020,37.923,90.2772,39.4097,31.2122,7.1788
272030,41.1062,90.466,39.4,31.2037,7.1807
272040,41.5932,90.583,39.3932,31.1988,7.7498
272050,42.4138,90.742,39.408,31.2069,7.7489
272060,39.9252,90.9741,39.4025,31.2055,7.7485
272070,38.8313,91.0062,39.4038,31.2055,7.7494
272080,39.6836,90.9488,39.4164,31.2131,7.7487
272090,39.1307,90.6118,39.4043,31.2079,7.7525
272100,38.2584,90.219,39.4042,31.2033,9.5196
272110,41.1109,89.7057,39.4053,31.2078,9.5305
272120,37.7513,89.3419,39.4062,31.2102,9.5321
272130,39.7664,89.5203,39.4068,31.2077,9.5275
272140,40.0982,89.5097,39.4044,31.2053,9.5212
272150,39.1778,89.27,39.4072,31.2076,9.5295
272160,37.623,89.195,39.4122,31.2112,11.5295
272170,37.7126,88.9605,39.4427,31.2353,11.5546
272180,34.8328,88.6482,39.4069,31.2069,11.5407
272190,35.4194,88.7951,39.4104,31.2161,11.5335
272200,34.1983,88.9477,39.4164,31.2145,11.5377
272210,36.0648,89.2901,39.414,31.2132,11.5346
272220,36.553,89.316,39.4121,31.2122,9.8758
272230,37.2652,89.1447,39.4064,31.2089,9.8792
272240,34.7435,88.8928,39.4038,31.2057,9.8753
272250,35.3861,88.5343,39.4087,31.2101,9.8825
272260,38.1413,88.5385,39.4054,31.2067,9.8749
272270,36.893,88.5161,39.4256,31.2233,9.8795
272280,36.7017,88.4244,39.4128,31.2125,11.091
272290,39.7564,88.6012,39.4123,31.2137,11.0873
272300,41.299,88.7068,39.4098,31.2097,11.0794
272310,42.3382,88.8884,39.4135,31.2129,11.091
272320,42.8195,88.9768,39.4127,31.2116,11.09
272330,42.2601,88.8596,39.4124,31.2123,11.096
272340,40.9195,88.6239,39.4199,31.2182,9.6927
272350,42.7567,88.8869,39.4201,31.2184,9.6918
272360,40.5019,88.8887,39.4208,31.2175,9.6822
272370,41.7671,88.9773,39.4151,31.2118,9.7021
272380,41.8726,89.1169,39.4185,31.214,9.6886
272390,42.2279,89.3523,39.4241,31.2195,9.6911
272400,42.0091,89.2434,39.4102,31.2114,10.2243
272410,46.6068,89.3619,39.4085,31.2048,10.2016
272420,40.9337,89.22,39.417,31.2124,10.1958
272430,40.2624,89.1278,39.4105,31.205,10.2034
272440,39.008,89.2577,39.417,31.2125,10.1977
272450,39.0843,89.4918,39.4274,31.2212,10.1946
272460,39.7883,89.4762,39.4213,31.2194,12.003
272470,40.3925,89.3654,39.4226,31.2184,12.0007
272480,38.6653,89.2536,39.4335,31.2247,12.0075
272490,37.8906,89.1612,39.4214,31.2174,11.985
272500,37.7238,89.0481,39.4331,31.226,12.0072
272510,35.4575,88.9564,39.4229,31.2192,12.003
272520,35.5396,88.7182,39.421,31.2162,14.9479
272530,37.0309,88.4671,39.4202,31.2174,14.9606
272540,35.8588,88.3485,39.4132,31.2079,14.9465
272550,38.3127,88.29,39.423,31.2187,14.9552
272560,39.6592,88.212,39.4311,31.2197,14.9656
272570,42.4134,88.1299,39.4229,31.2187,14.9529
272580,43.2207,88.3895,39.4224,31.2165,11.3686
272590,43.5889,88.6041,39.4271,31.2215,11.3709
272600,42.5644,88.9554,39.4404,31.2328,11.3723
272610,43.4399,89.2522,39.4203,31.2154,11.3671
272620,41.7099,89.4529,39.4258,31.2213,11.3694
272630,39.4772,89.5351,39.4214,31.2174,11.3681
272640,39.3299,89.5445,39.4387,31.2288,9.8947
272650,40.9357,89.5295,39.4458,31.2368,9.8895
272660,40.1685,89.3031,39.4397,31.2297,9.8947
272670,37.8712,89.2248,39.4397,31.2293,9.8935
272680,38.1175,89.4155,39.4452,31.2351,9.9053
272690,37.5099,89.5289,39.4403,31.2302,9.8974
272700,38.5203,89.544,39.4254,31.2201,11.6884
272710,42.5005,89.5699,39.4194,31.2124,11.6942
272720,38.6625,89.3548,39.417,31.2142,11.7129
